"StationID" "day_of_week" "time_of_day" "meanHeadway" "SDHeadway" "Flow_rate"
"4037" 70050 3 37 512.060606060606 130.827400463822 0.00155105704782172
"4038" 70050 3 38 586.758620689655 177.506670935492 0.00173405440220923
"4039" 70050 3 39 513.794117647059 131.721878583942 0.00155978937198068
"4040" 70050 3 40 557.12 107.007912480028 0.00148621705582394
"4041" 70050 3 41 513.757575757576 121.344816098338 0.00207067659214092
"4042" 70050 3 42 593.692307692308 230.842763669259 0.00123912670514298
"4043" 70050 3 43 512.060606060606 144.79121593564 0.00238949670052515
"4044" 70050 3 44 565.130434782609 215.933766012516 0.00139288009259259
"4045" 70050 3 45 638.038461538462 167.434878270743 0.000978057675996607
"4046" 70050 3 46 678.84 123.780948991892 0.000721569612768116
"4047" 70050 3 47 753.294117647059 106.402399353752 0.000608688140296533
"4048" 70050 3 48 798.038461538462 205.348188357089 0.00175363336800229
"4049" 70051 1 1 615.263157894737 232.391643438076 0.00143199912587413
"4050" 70051 1 2 492.95 209.275309731363 0.000463841624801548
"4051" 70051 1 3 332 126.956685526994 0.00015394992481798
"4052" 70051 1 4 294.4 148.314867764496 0.000123757638888889
"4053" 70051 1 5 NA NA 7.743125e-05
"4054" 70051 1 6 NA NA NA
"4055" 70051 1 7 NA NA NA
"4056" 70051 1 10 NA NA NA
"4057" 70051 1 11 374.842105263158 46.5348032010622 0.0339271546922471
"4058" 70051 1 12 403.208333333333 109.22433858967 0.0369622241768233
"4059" 70051 1 13 348.303921568627 129.27067230096 0.0504181017835561
"4060" 70051 1 14 307.394957983193 120.366475602382 0.0733662784975875
"4061" 70051 1 15 292.606299212598 101.406549167069 0.0942283623415134
"4062" 70051 1 16 299.048780487805 122.95699992464 0.102345919127953
"4063" 70051 1 17 303.803278688525 127.359622241867 0.117622561690448
"4064" 70051 1 18 301.5859375 115.316307711923 0.100522867585787
"4065" 70051 1 19 351.357142857143 149.221847575395 0.0548606925843969
"4066" 70051 1 20 513.732394366197 115.650576892697 0.0391391579895948
"4067" 70051 1 21 535.524590163934 104.390390132007 0.0349332835984042
"4068" 70051 1 22 538.5 140.787922530432 0.0330074059704185
"4069" 70051 1 23 577.233333333333 155.099024318765 0.0246388717432375
"4070" 70051 1 24 486.27027027027 107.917306913362 0.0254553404579046
"4071" 70051 1 25 555.6875 170.120860398886 0.0288960793311098
"4072" 70051 1 26 526.625 141.814936415302 0.0206448414713517
"4073" 70051 1 27 502.906666666667 156.631274131433 0.0259293027348187
"4074" 70051 1 28 540.712328767123 193.078674195841 0.0256817862281116
"4075" 70051 1 29 476.426229508197 194.982089691711 0.0267129576053625
"4076" 70051 1 30 374.767441860465 158.579404820988 0.0251007161647953
"4077" 70051 1 31 353.911111111111 121.624643093989 0.029369679672953
"4078" 70051 1 32 298.386554621849 113.23083586449 0.026484246465352
"4079" 70051 1 33 309.684684684685 130.60356266768 0.032238872967945
"4080" 70051 1 34 291.491071428571 87.8916199446759 0.0293333381870746
"4081" 70051 1 35 300.186440677966 106.937392751177 0.0278342794170858
"4082" 70051 1 36 309.058333333333 113.239561325977 0.0178191054429681
"4083" 70051 1 37 396.333333333333 151.303326563607 0.0132521158856708
"4084" 70051 1 38 419.625 133.192862449889 0.0109324401759264
"4085" 70051 1 39 516.025316455696 126.780546785253 0.00853337579761455
"4086" 70051 1 40 549.245901639344 150.269941076906 0.00615170175823453
"4087" 70051 1 41 577.544117647059 94.1128940717111 0.00672557923412745
"4088" 70051 1 42 574.102941176471 166.527317440434 0.00634739684869853
"4089" 70051 1 43 585.761194029851 161.247136648502 0.00601271472641263
"4090" 70051 1 44 617.921875 199.015059228198 0.00618866650374276
"4091" 70051 1 45 580.381818181818 175.51485015879 0.00767375553925523
"4092" 70051 1 46 624.078125 198.949008756811 0.00594789651036404
"4093" 70051 1 47 594.290322580645 157.280514472331 0.00417073075411935
"4094" 70051 1 48 607.461538461538 199.732326887377 0.00192198654109484
"4095" 70051 3 1 704.652173913043 135.35965851815 0.00179339378472222
"4096" 70051 3 2 905.772727272727 205.148014351121 0.000234775520833333
"4097" 70051 3 3 913.25 154.482199621833 NA
"4098" 70051 3 4 1024.875 94.122166054852 NA
"4099" 70051 3 5 NA NA NA
"4100" 70051 3 6 NA NA NA
"4101" 70051 3 7 NA NA NA
"4102" 70051 3 10 NA NA NA
"4103" 70051 3 11 NA NA NA
"4104" 70051 3 12 896.8 248.016486907177 NA
"4105" 70051 3 13 696.37037037037 210.852873997331 0.017089850651324
"4106" 70051 3 14 726.666666666667 228.18445373762 0.0123720677616975
"4107" 70051 3 15 646.633333333333 197.346620203507 0.0118967022476518
"4108" 70051 3 16 633.296296296296 135.822229633731 0.0221714689130141
"4109" 70051 3 17 641.310344827586 164.12084037777 0.0165578232437715
"4110" 70051 3 18 660.857142857143 189.092513960703 0.0172942457094886
"4111" 70051 3 19 643.32 177.667460911295 0.0205964995391686
"4112" 70051 3 20 628.962962962963 153.235987308034 0.0206829880248231
"4113" 70051 3 21 593.428571428571 92.2221266015951 0.0266030331520481
"4114" 70051 3 22 607.689655172414 128.517120440451 0.0231832917241634
"4115" 70051 3 23 608.192307692308 168.296647436785 0.0268730091210075
"4116" 70051 3 24 598.78125 137.873652860965 0.0252650312741769
"4117" 70051 3 25 581.066666666667 172.262016413516 0.0267793464070969
"4118" 70051 3 26 555.096774193548 132.739934920056 0.0207364400278099
"4119" 70051 3 27 543.8 92.0263830236405 0.0240096146763577
"4120" 70051 3 28 546.117647058824 135.20394577035 0.02528565587107
"4121" 70051 3 29 528.862068965517 123.644572446859 0.0239105282797162
"4122" 70051 3 30 544.72 146.048656275914 0.0205642442455939
"4123" 70051 3 31 523.606060606061 146.447289876328 0.0233642520154857
"4124" 70051 3 32 577.53125 126.898228050111 0.0213025452177334
"4125" 70051 3 33 534.529411764706 145.190832687926 0.0166127317930106
"4126" 70051 3 34 552.068965517241 143.231064825458 0.0117742182608276
"4127" 70051 3 35 568.838709677419 136.125456050462 0.0150027386233132
"4128" 70051 3 36 530.32 121.256862348762 0.0107855879415245
"4129" 70051 3 37 552.878787878788 107.171520696894 0.0143639764276875
"4130" 70051 3 38 509.740740740741 103.229986919646 0.007801874498178
"4131" 70051 3 39 580.6875 203.06989699243 0.00879839600580188
"4132" 70051 3 40 500.153846153846 102.381909459706 0.00530510211702874
"4133" 70051 3 41 538.882352941176 114.682900024076 0.0073414738891196
"4134" 70051 3 42 518.892857142857 136.144079259659 0.0052103005952381
"4135" 70051 3 43 549.181818181818 129.111496037692 0.00803157831309258
"4136" 70051 3 44 612.12 156.235751350323 0.00615577238255034
"4137" 70051 3 45 671.916666666667 126.082759800222 0.00654321882472138
"4138" 70051 3 46 823.888888888889 210.69294326073 0.0051772584631632
"4139" 70051 3 47 744.25 157.504796338287 0.00446707208221912
"4140" 70051 3 48 778.095238095238 215.816798410574 0.00210896027482269
"4141" 70052 1 1 628.262295081967 211.98198835745 0.000657547785547786
"4142" 70052 1 2 605.519230769231 197.533664580329 0.00023834256021756
"4143" 70052 1 3 752.454545454545 618.877106320207 0.000115712270496993
"4144" 70052 1 4 380.5 165.556636834649 2.3996579218107e-05
"4145" 70052 1 5 NA NA 2.91194444444444e-05
"4146" 70052 1 6 NA NA 4.36791666666667e-05
"4147" 70052 1 7 NA NA NA
"4148" 70052 1 10 NA NA NA
"4149" 70052 1 11 NA NA 9.82431849551415e-06
"4150" 70052 1 12 419.19298245614 145.127214957441 0.00065906707835928
"4151" 70052 1 13 394.241379310345 164.540513532152 0.0012376489465463
"4152" 70052 1 14 278.177419354839 144.58733250787 0.00136556590973729
"4153" 70052 1 15 291.206896551724 128.146825928317 0.00246070105758429
"4154" 70052 1 16 297.896551724138 138.351812377019 0.00130305768169352
"4155" 70052 1 17 283.060344827586 137.879108282399 0.00235873807960179
"4156" 70052 1 18 295.940170940171 146.974797898184 0.00355104580445457
"4157" 70052 1 19 295.663865546218 136.273732332809 0.00214734593445666
"4158" 70052 1 20 345.820754716981 149.068459643136 0.00161102996829101
"4159" 70052 1 21 522.920634920635 160.937505561521 0.00208633050590419
"4160" 70052 1 22 548.367647058824 174.288823972007 0.00168905915661719
"4161" 70052 1 23 515.257142857143 209.610659489036 0.00154681047088312
"4162" 70052 1 24 569.632352941176 152.903530645742 0.00184971174243268
"4163" 70052 1 25 485.485294117647 155.0805753637 0.00203528401260285
"4164" 70052 1 26 581.416666666667 207.142241447973 0.00234333444226467
"4165" 70052 1 27 458.773333333333 165.254150974838 0.00305457317530889
"4166" 70052 1 28 529.985714285714 187.258907247921 0.0030962168186959
"4167" 70052 1 29 403.217948717949 161.329834555843 0.00287957775124403
"4168" 70052 1 30 355.425531914894 127.753836662435 0.00327573083122653
"4169" 70052 1 31 271.333333333333 128.123977074553 0.00411555315350994
"4170" 70052 1 32 297.330357142857 131.479754779922 0.00435581688419506
"4171" 70052 1 33 296.615384615385 141.092403456024 0.00497632718749577
"4172" 70052 1 34 295.698275862069 133.187035524424 0.00403352233639518
"4173" 70052 1 35 274.45 111.620594617916 0.0042303440395508
"4174" 70052 1 36 276.777777777778 117.954966924764 0.00355345559955483
"4175" 70052 1 37 321.064814814815 141.949396877187 0.00332268906090471
"4176" 70052 1 38 417.811111111111 178.215807470772 0.00252590739394282
"4177" 70052 1 39 489.875 174.573358203267 0.00204433260472061
"4178" 70052 1 40 510.4125 167.354901729562 0.00155200179622711
"4179" 70052 1 41 531.236111111111 175.204145961585 0.00207345178058873
"4180" 70052 1 42 571.31746031746 160.871099009958 0.00152391342699832
"4181" 70052 1 43 587.943661971831 199.619988071904 0.00127383126271766
"4182" 70052 1 44 595.044776119403 182.595133596727 0.00128439476061731
"4183" 70052 1 45 602.716666666667 170.986478964568 0.00220207615233843
"4184" 70052 1 46 604.238095238095 177.556507523817 0.00126215091496961
"4185" 70052 1 47 601.656716417911 178.925628043813 0.00112500526347864
"4186" 70052 1 48 579.765625 176.46985822824 0.000972815731864041
"4187" 70052 3 1 742.857142857143 197.195280967823 0.00101080871527778
"4188" 70052 3 2 695.772727272727 207.886171192699 0.000598248586309524
"4189" 70052 3 3 897.652173913043 180.01782959566 0.000207996031746032
"4190" 70052 3 4 733 195.161471607487 NA
"4191" 70052 3 5 NA NA NA
"4192" 70052 3 6 NA NA NA
"4193" 70052 3 7 NA NA NA
"4194" 70052 3 10 NA NA NA
"4195" 70052 3 11 NA NA NA
"4196" 70052 3 12 993.4 167.673194041266 NA
"4197" 70052 3 13 840 223.265536973354 NA
"4198" 70052 3 14 663.653846153846 181.850475348885 0.00121914635083905
"4199" 70052 3 15 696.863636363636 236.2090066132 0.00022445093917782
"4200" 70052 3 16 631.838709677419 195.307978463792 0.000908988425338223
"4201" 70052 3 17 634.535714285714 157.412052374665 0.000661912736656022
"4202" 70052 3 18 650.961538461538 179.515677481212 0.000592882767628707
"4203" 70052 3 19 651.1 180.420839456934 0.00198803185251284
"4204" 70052 3 20 664.96 182.996010885484 0.00129023660646318
"4205" 70052 3 21 621.966666666667 174.48337206289 0.001206536139388
"4206" 70052 3 22 611.814814814815 172.747266935307 0.00190069087777811
"4207" 70052 3 23 558.192307692308 145.99233383456 0.00162796918746436
"4208" 70052 3 24 602.6 177.185583596642 0.00191029371797592
"4209" 70052 3 25 596.166666666667 168.678041277445 0.00277688970401423
"4210" 70052 3 26 579.172413793103 131.934526231092 0.00318012812419624
"4211" 70052 3 27 592.833333333333 211.142554121427 0.00282032427298294
"4212" 70052 3 28 549.774193548387 156.557275925334 0.00292093017220165
"4213" 70052 3 29 547.516129032258 184.877413613768 0.00337296383872533
"4214" 70052 3 30 561.78125 259.969940492507 0.00275289635382585
"4215" 70052 3 31 576.357142857143 158.175995342674 0.00274321064445041
"4216" 70052 3 32 503.117647058824 143.406555935233 0.00453638550141035
"4217" 70052 3 33 609 158.696775854668 0.00249873185628167
"4218" 70052 3 34 542.388888888889 142.623435817696 0.00227313659676176
"4219" 70052 3 35 563.535714285714 117.669493873135 0.00200453549382716
"4220" 70052 3 36 543.083333333333 150.650849886181 0.00273840432098765
"4221" 70052 3 37 554.178571428571 191.764526432507 0.00215591038359788
"4222" 70052 3 38 557.4375 156.695912106755 0.00242770621217034
"4223" 70052 3 39 519.344827586207 223.236945844875 0.0011818365098237
"4224" 70052 3 40 552.78125 114.023974382017 0.00248620947179953
"4225" 70052 3 41 517.103448275862 143.06500641007 0.00133050949958472
"4226" 70052 3 42 553.032258064516 146.547940704505 0.00163796875
"4227" 70052 3 43 524.645161290323 153.871060390856 0.00141950311934058
"4228" 70052 3 44 529.161290322581 179.746691536394 0.00143791984180249
"4229" 70052 3 45 621.884615384615 137.258391925034 0.00129502754812563
"4230" 70052 3 46 703.913043478261 147.652205920005 0.00179830597701818
"4231" 70052 3 47 724.05 119.382831790487 0.000829134791739333
"4232" 70052 3 48 799 246.411748908204 0.000771665277777778
"4233" 70053 1 1 614.101694915254 228.459812727667 0.000228374694355149
"4234" 70053 1 2 406.6 184.31603294342 0.000156161000775824
"4235" 70053 1 3 344 137.271628532629 4.45595776772247e-05
"4236" 70053 1 4 291.4 164.275074189604 1.58833333333333e-05
"4237" 70053 1 5 NA NA 5.29444444444444e-05
"4238" 70053 1 6 NA NA NA
"4239" 70053 1 7 NA NA NA
"4240" 70053 1 10 NA NA NA
"4241" 70053 1 11 374.342105263158 43.4089767250156 0.0028518342104474
"4242" 70053 1 12 409.578947368421 121.103576114896 0.00771804790283934
"4243" 70053 1 13 352.362745098039 127.68004482242 0.0112041853984869
"4244" 70053 1 14 309.076271186441 139.43108807228 0.0149601059903814
"4245" 70053 1 15 301.601769911504 111.525264580258 0.0197636709590631
"4246" 70053 1 16 299.403225806452 128.922609883228 0.0187636027982838
"4247" 70053 1 17 308.531531531532 152.879977868548 0.0254169416146234
"4248" 70053 1 18 302.88188976378 115.068069169654 0.0198264672088385
"4249" 70053 1 19 368.307692307692 157.741398237586 0.0114912500895988
"4250" 70053 1 20 508.945945945946 110.303055993121 0.00935987672675326
"4251" 70053 1 21 551.507692307692 135.092343773264 0.00605788421693763
"4252" 70053 1 22 534.422535211268 139.401953457499 0.0067937540556299
"4253" 70053 1 23 578.344827586207 163.637227322389 0.00596905973329886
"4254" 70053 1 24 514.310810810811 104.545975424288 0.00566671846606686
"4255" 70053 1 25 539.765625 152.746573202151 0.00445343560601793
"4256" 70053 1 26 517.352941176471 126.942784703327 0.00496405433818767
"4257" 70053 1 27 507.7 153.848725814622 0.00590907953105065
"4258" 70053 1 28 569.31884057971 182.196281743039 0.00757157048291237
"4259" 70053 1 29 468.688524590164 186.127961447997 0.00706521910177463
"4260" 70053 1 30 376.054347826087 165.620668411477 0.0051549273738877
"4261" 70053 1 31 362.928571428571 130.58190541043 0.00702430100491086
"4262" 70053 1 32 295.324561403509 101.852009213267 0.00589810389665676
"4263" 70053 1 33 307.919642857143 122.547371858481 0.00728435707699548
"4264" 70053 1 34 301.863247863248 99.02367410972 0.00570537320558668
"4265" 70053 1 35 296.575221238938 111.101771661145 0.00601564867199573
"4266" 70053 1 36 305.380952380952 97.7647672440625 0.0059511382775302
"4267" 70053 1 37 402.8 162.929417964023 0.0028860667054947
"4268" 70053 1 38 416.413043478261 130.220113921607 0.00249618963862065
"4269" 70053 1 39 511.724637681159 124.511620537056 0.00225080910598237
"4270" 70053 1 40 543.671232876712 123.901400628183 0.00194051821154147
"4271" 70053 1 41 576.917808219178 111.058262165088 0.00194466960975816
"4272" 70053 1 42 571.484375 167.293961616234 0.001308256723794
"4273" 70053 1 43 606.145161290323 207.392464473677 0.00142605129986683
"4274" 70053 1 44 614.779661016949 192.82054081063 0.00109879193563039
"4275" 70053 1 45 577.736842105263 185.737192051776 0.000987945488269326
"4276" 70053 1 46 636.313432835821 203.002403997948 0.000676257744107421
"4277" 70053 1 47 597.253968253968 169.429399918018 0.00041786324625753
"4278" 70053 1 48 620.90625 209.627993916207 0.000429653621031746
"4279" 70053 3 1 704.136363636364 130.30634069086 0.000279994658119658
"4280" 70053 3 2 946.052631578947 189.586530722989 NA
"4281" 70053 3 3 953.25 139.400926901698 NA
"4282" 70053 3 4 NA NA NA
"4283" 70053 3 5 NA NA NA
"4284" 70053 3 6 NA NA NA
"4285" 70053 3 7 NA NA NA
"4286" 70053 3 10 NA NA NA
"4287" 70053 3 11 1135.5 461.740728114816 NA
"4288" 70053 3 12 776.5 205.538452741952 NA
"4289" 70053 3 13 673.925925925926 94.4412417757631 0.00499580179774884
"4290" 70053 3 14 722.05 247.690697400906 0.00194614638762708
"4291" 70053 3 15 650.41935483871 188.42023497023 0.00189175907714132
"4292" 70053 3 16 630.538461538462 131.133285101604 0.00330061373172327
"4293" 70053 3 17 626.25 154.566208994602 0.00320019883830045
"4294" 70053 3 18 647.333333333333 174.039120270747 0.00478227096612923
"4295" 70053 3 19 635.413793103448 179.318654364111 0.00384931322751323
"4296" 70053 3 20 620.466666666667 132.828054092586 0.00276965625
"4297" 70053 3 21 584.846153846154 113.389132568405 0.00384494482600733
"4298" 70053 3 22 608.689655172414 125.148512761061 0.00594148664529915
"4299" 70053 3 23 618.142857142857 150.579550597686 0.00619361279009811
"4300" 70053 3 24 607.241379310345 139.845490037197 0.00692341189893858
"4301" 70053 3 25 553.935483870968 129.810614739029 0.00468878295694068
"4302" 70053 3 26 538.758620689655 108.89925067708 0.00604345209659618
"4303" 70053 3 27 546.129032258065 100.374213798659 0.00535988024049621
"4304" 70053 3 28 543.787878787879 115.530503973993 0.00495615854663841
"4305" 70053 3 29 574.78125 214.472305810511 0.00808568980298105
"4306" 70053 3 30 546.925925925926 121.683361458502 0.00507881710653725
"4307" 70053 3 31 522.84375 153.508455031405 0.00785924262481365
"4308" 70053 3 32 571.741935483871 127.104148304172 0.0046843248605643
"4309" 70053 3 33 513.625 103.030765840488 0.00564057881003029
"4310" 70053 3 34 546.3125 134.331183779061 0.00397975554279003
"4311" 70053 3 35 554.875 100.247033581725 0.00676280197799529
"4312" 70053 3 36 560.2 145.514876594611 0.00704394471128366
"4313" 70053 3 37 567 130.902820393973 0.00454582704174963
"4314" 70053 3 38 531.757575757576 128.520190608088 0.00316568721606681
"4315" 70053 3 39 588.259259259259 229.998426849569 0.0041672084313819
"4316" 70053 3 40 528.260869565217 152.971244294566 0.00271195105095457
"4317" 70053 3 41 531.25 99.6199228681596 0.00266758547008547
"4318" 70053 3 42 512.133333333333 114.919382037218 0.00130701506410256
"4319" 70053 3 43 555.5 122.132745025269 0.00130654349415205
"4320" 70053 3 44 599.875 138.228327965631 0.000904235380116959
"4321" 70053 3 45 664.28 109.655718805116 0.000871073036398467
"4322" 70053 3 46 840.823529411765 197.946405402484 0.000439758381226054
"4323" 70053 3 47 744.16 146.733511282642 0.000672678075396825
"4324" 70053 3 48 784.2 218.081491287329 0.000925182348901099
"4325" 70054 1 1 617.655172413793 221.668913197227 6.05825762322473e-05
"4326" 70054 1 2 616.679245283019 200.376258917769 9.59310715514276e-05
"4327" 70054 1 3 464.888888888889 411.67931829412 1.01816239316239e-05
"4328" 70054 1 4 378 162.039089934086 4.86681623931624e-05
"4329" 70054 1 5 NA NA NA
"4330" 70054 1 6 NA NA NA
"4331" 70054 1 7 NA NA NA
"4332" 70054 1 10 NA NA NA
"4333" 70054 1 11 NA NA NA
"4334" 70054 1 12 415.470588235294 147.317663970235 0.000186967321817038
"4335" 70054 1 13 401.962025316456 173.256771284257 0.000164955514863239
"4336" 70054 1 14 279.186991869919 138.086356301463 0.000100366211422956
"4337" 70054 1 15 294.784 140.126646863794 0.000276587585846182
"4338" 70054 1 16 286.548672566372 143.539939137811 0.000180532026236081
"4339" 70054 1 17 288.746031746032 133.449372363181 0.000416772241050095
"4340" 70054 1 18 294.701612903226 142.478980326137 0.000289138946383058
"4341" 70054 1 19 292.15 134.033148414672 0.000442131522377021
"4342" 70054 1 20 345.72972972973 168.626750058764 0.000291055727503411
"4343" 70054 1 21 511.079365079365 171.736980216213 0.00025797367361132
"4344" 70054 1 22 545.973333333333 171.442841576801 0.000468500764507823
"4345" 70054 1 23 505.870967741935 210.436742091297 0.000378467249564664
"4346" 70054 1 24 567 159.359133197107 0.00061240646470341
"4347" 70054 1 25 489.462686567164 163.108750518491 0.000464342605131332
"4348" 70054 1 26 590.415384615385 202.0507278745 0.000558529505304619
"4349" 70054 1 27 461.853333333333 175.594179960601 0.000521032093751499
"4350" 70054 1 28 538.166666666667 176.858262658046 0.000752704030960763
"4351" 70054 1 29 399.78313253012 152.159900505274 0.000813538505057486
"4352" 70054 1 30 353.546391752577 128.420778158702 0.000858599902336904
"4353" 70054 1 31 270.196581196581 131.572337473388 0.000963614197452802
"4354" 70054 1 32 292.452991452991 129.658470189325 0.00087234106625797
"4355" 70054 1 33 301.059829059829 135.693702405028 0.00144134037834527
"4356" 70054 1 34 295.737288135593 133.565850334166 0.00107895984530312
"4357" 70054 1 35 286.126050420168 123.853080993396 0.000955348418689899
"4358" 70054 1 36 282.725 126.672472685009 0.000831160453604486
"4359" 70054 1 37 307.535087719298 138.109177014621 0.000335710744786925
"4360" 70054 1 38 413.494252873563 176.878086615403 0.00057059199982873
"4361" 70054 1 39 479.397435897436 175.972056499504 0.000390660072542316
"4362" 70054 1 40 519.571428571429 171.660346137628 0.000516969386139018
"4363" 70054 1 41 514.029411764706 175.708456849988 0.000468317595590936
"4364" 70054 1 42 582.044117647059 160.034085345417 0.000224194500351674
"4365" 70054 1 43 590.867647058824 197.780739778212 0.000346808182791963
"4366" 70054 1 44 587.545454545455 190.017665722725 0.000177370105600835
"4367" 70054 1 45 604.096774193548 173.894419604976 9.82615455095476e-05
"4368" 70054 1 46 600.393442622951 185.708488289983 0.000173166011728796
"4369" 70054 1 47 602.430769230769 181.187055383274 3.36082125603865e-05
"4370" 70054 1 48 579.096774193548 180.069541182163 9.45751653439154e-05
"4371" 70054 3 1 734.074074074074 198.815903621324 6.15988247863248e-05
"4372" 70054 3 2 718.809523809524 180.65813545136 0.000436791666666667
"4373" 70054 3 3 832.05 237.940168286505 NA
"4374" 70054 3 4 929.25 153.789977381028 7.27986111111111e-05
"4375" 70054 3 5 NA NA NA
"4376" 70054 3 6 NA NA NA
"4377" 70054 3 7 NA NA NA
"4378" 70054 3 10 NA NA NA
"4379" 70054 3 11 NA NA NA
"4380" 70054 3 12 1000.8 167.885973208008 NA
"4381" 70054 3 13 860.5 216.078899731304 NA
"4382" 70054 3 14 641.2 183.568334233694 NA
"4383" 70054 3 15 703.961538461538 225.148925073025 6.12432760141094e-05
"4384" 70054 3 16 631.535714285714 183.265135223151 0.000163004775416738
"4385" 70054 3 17 634.677419354839 187.586315616176 0.00015449750115241
"4386" 70054 3 18 663.923076923077 189.37643424184 0.000284261243386243
"4387" 70054 3 19 660.48 186.484834057178 0.00167837752899623
"4388" 70054 3 20 671.5 167.623144340269 0.000243765046296296
"4389" 70054 3 21 611.466666666667 176.377677321908 0.000193196314102564
"4390" 70054 3 22 611.310344827586 177.883610312288 0.000581093391216992
"4391" 70054 3 23 568.357142857143 148.337506629362 0.000362888984178569
"4392" 70054 3 24 603.607142857143 189.572685031502 0.00102443823302469
"4393" 70054 3 25 601.096774193548 158.188780646987 0.000688154025519422
"4394" 70054 3 26 574.548387096774 143.146507399395 0.000432218526462154
"4395" 70054 3 27 576.21875 195.948764596193 0.000885061238120265
"4396" 70054 3 28 526.6875 176.531352876443 0.000587392936545302
"4397" 70054 3 29 554.085714285714 184.774325219994 0.000836531710473915
"4398" 70054 3 30 562.533333333333 267.362305306583 0.000618685137696295
"4399" 70054 3 31 593.65625 207.866987460266 0.000687513606614708
"4400" 70054 3 32 500.193548387097 142.387363520513 0.000738423879046369
"4401" 70054 3 33 590 159.326607137463 0.0010591302264463
"4402" 70054 3 34 542.305555555556 142.452161282194 0.000448380563214869
"4403" 70054 3 35 560.892857142857 116.768951760466 0.000660540339052288
"4404" 70054 3 36 571.064516129032 171.90596954612 0.000955755678651059
"4405" 70054 3 37 544.2 193.7152905506 0.000966806675543994
"4406" 70054 3 38 558.088235294118 152.769060735489 0.000278885955791282
"4407" 70054 3 39 521.807692307692 233.900323938342 0.000443511538461538
"4408" 70054 3 40 561.25 117.716170402343 0.000285638186813187
"4409" 70054 3 41 505.892857142857 147.815034389383 0.00067940521978022
"4410" 70054 3 42 568.935483870968 147.929698502109 0.000234075534188034
"4411" 70054 3 43 512.407407407407 162.158341244993 8.8124634502924e-05
"4412" 70054 3 44 534.647058823529 171.929492657987 7.27986111111111e-05
"4413" 70054 3 45 621.074074074074 137.882035959931 NA
"4414" 70054 3 46 703.545454545455 163.088269197338 0.0001786875
"4415" 70054 3 47 728.130434782609 129.269381999488 NA
"4416" 70054 3 48 809.823529411765 256.296516581409 NA
"4417" 70055 1 1 616.944444444444 226.539880837929 0.000928964351935317
"4418" 70055 1 2 369.25 190.071816570857 0.000312083613744927
"4419" 70055 1 3 340.8 140.602987165992 8.84412878787879e-05
"4420" 70055 1 4 292.4 165.725073540488 2.64722222222222e-05
"4421" 70055 1 5 NA NA NA
"4422" 70055 1 6 NA NA NA
"4423" 70055 1 7 NA NA NA
"4424" 70055 1 10 NA NA NA
"4425" 70055 1 11 386.19298245614 75.2610785856454 0.0273047227564487
"4426" 70055 1 12 405.949367088608 105.88962549776 0.0325847483030883
"4427" 70055 1 13 336.780701754386 127.295959155043 0.0510622677154133
"4428" 70055 1 14 301.456 123.10639929909 0.0459586360189265
"4429" 70055 1 15 298.727272727273 111.874408750765 0.0638892676472484
"4430" 70055 1 16 297.236220472441 116.438924428688 0.0940575224626532
"4431" 70055 1 17 291.171875 101.988119531593 0.0941607026887026
"4432" 70055 1 18 298.040983606557 114.522248554159 0.0779401086942767
"4433" 70055 1 19 380.174757281553 165.257103741262 0.0459882453841711
"4434" 70055 1 20 532.363636363636 145.92354545748 0.0314461387993369
"4435" 70055 1 21 596.016393442623 212.469722690338 0.0211034276201906
"4436" 70055 1 22 544.686567164179 155.00363719635 0.0243581463184246
"4437" 70055 1 23 586.456140350877 186.499432225815 0.0184000478696319
"4438" 70055 1 24 521.973333333333 119.651066262101 0.0192284542674183
"4439" 70055 1 25 549.3 180.493231949736 0.0169128022933878
"4440" 70055 1 26 556.619718309859 168.316484736954 0.0167116496288434
"4441" 70055 1 27 502.661538461538 158.328503131452 0.0192510688680595
"4442" 70055 1 28 564.478260869565 166.677710205306 0.0184751165363019
"4443" 70055 1 29 469.983333333333 169.883957569713 0.0221393057224693
"4444" 70055 1 30 376.920792079208 144.292250877746 0.0236814276484697
"4445" 70055 1 31 347.388888888889 135.606228888493 0.0223193051473951
"4446" 70055 1 32 298.529411764706 99.0374713822331 0.0184355448702238
"4447" 70055 1 33 305.383928571429 120.490906205078 0.0178021061839584
"4448" 70055 1 34 297.277777777778 90.5515224732429 0.0187941352744163
"4449" 70055 1 35 294.030769230769 99.212319382389 0.015855883173135
"4450" 70055 1 36 310.495575221239 104.774768968437 0.0105245400661595
"4451" 70055 1 37 407.865168539326 173.838691621862 0.00888819764341039
"4452" 70055 1 38 424.357894736842 136.930166686206 0.00867697151498788
"4453" 70055 1 39 515.411764705882 133.173911130501 0.00726824398857616
"4454" 70055 1 40 543.625 130.828458077889 0.00581729047777613
"4455" 70055 1 41 577.823529411765 142.941271854205 0.00555281447917329
"4456" 70055 1 42 587.769230769231 159.407866143618 0.00487343747467753
"4457" 70055 1 43 586.875 162.809217398283 0.00547395614072826
"4458" 70055 1 44 610.164179104478 191.739611706663 0.00398710357426855
"4459" 70055 1 45 612.923076923077 215.550915366613 0.00453157298507629
"4460" 70055 1 46 659.272727272727 219.694270272514 0.00328550761411425
"4461" 70055 1 47 608.028985507246 192.480478079214 0.00290331418752406
"4462" 70055 1 48 601.16393442623 196.164572092573 0.00109699431931224
